buildingid,address,borough,latitude,longitude,health_score,label,open_violation_count,class_a_count,class_b_count,class_c_count,weighted_severity,avg_resolution_days,violations_last_6mo,repeat_violation_types,component_open_count,component_severity,component_resolution_speed,component_recency,component_repeat_rate
874574,180 72 STREET,Brooklyn,40.6340325,-74.0307038,91.1,Well-managed,3,2,0,1,5,53.0,0.0,0.0,99.18367346938776,99.04761904761905,95.57321225879683,50.0,100.0
550550,85-02 139 STREET,Queens,40.7087473,-73.8174065,91.1,Well-managed,2,0,2,0,4,65.0,0.0,0.0,99.59183673469387,99.23809523809524,94.5516458569807,50.0,100.0
109321,1190 SHAKESPEARE AVENUE,Bronx,40.8363129,-73.9230613,91.1,Well-managed,1,0,0,1,3,77.4,0.0,0.0,100.0,99.42857142857143,93.49423502001314,50.0,100.0
20817,25 EAST 129 STREET,Manhattan,40.8086804,-73.9391573,91.1,Well-managed,1,1,0,0,1,83.0,0.0,0.0,100.0,99.80952380952381,93.01929625425652,50.0,100.0
676518,1612 MADISON STREET,Queens,40.69875,-73.9091263,91.1,Well-managed,1,1,0,0,1,78.5,0.0,0.0,100.0,99.80952380952381,93.40238365493757,50.0,100.0
338069,665 MILLER AVENUE,Brooklyn,40.6642825,-73.8888041,91.1,Well-managed,1,0,1,0,2,77.0,0.0,0.0,100.0,99.61904761904762,93.53007945516458,50.0,100.0
37465,109 WEST 104 STREET,Manhattan,40.7983543,-73.9642398,91.1,Well-managed,1,0,0,1,3,76.0,0.0,0.0,100.0,99.42857142857143,93.61520998864926,50.0,100.0
27231,280 RIVERSIDE DRIVE,Manhattan,40.7986146,-73.9726551,91.1,Well-managed,1,0,1,0,2,74.8,0.0,0.0,100.0,99.61904761904762,93.72162315550511,50.0,100.0
7119,285 BLEECKER STREET,Manhattan,40.7320276,-74.0032257,91.1,Well-managed,1,0,0,1,3,77.0,0.0,0.0,100.0,99.42857142857143,93.53007945516458,50.0,100.0
420723,35-48 33 STREET,Queens,40.7562853,-73.9281349,91.1,Well-managed,1,1,0,0,1,78.0,0.0,0.0,100.0,99.80952380952381,93.44494892167991,50.0,100.0
966524,1960 DALY AVENUE,Bronx,40.8420546,-73.8834941,91.1,Well-managed,3,3,0,0,3,58.5,0.0,0.0,99.18367346938776,99.42857142857143,95.10886389433495,50.0,100.0
492871,37-28 86 STREET,Queens,40.7492441,-73.8807222,91.1,Well-managed,1,0,0,1,3,72.7,0.0,0.0,100.0,99.42857142857143,93.89897843359817,50.0,100.0
41963,456 WEST 145 STREET,Manhattan,40.8246641,-73.946987,91.1,Well-managed,1,0,0,1,3,74.2,0.0,0.0,100.0,99.42857142857143,93.77128263337117,50.0,100.0
167404,1167 70 STREET,Brooklyn,40.6249484,-74.0070139,91.1,Well-managed,1,0,1,0,2,78.5,0.0,0.0,100.0,99.61904761904762,93.40238365493757,50.0,100.0
118653,520 WALES AVENUE,Bronx,40.8120022,-73.9072449,91.1,Well-managed,1,1,0,0,1,80.0,0.0,0.0,100.0,99.80952380952381,93.27468785471056,50.0,100.0
320089,3502 KINGS HIGHWAY,Brooklyn,40.6204865,-73.9402438,91.1,Well-managed,1,0,0,1,3,74.3,0.0,0.0,100.0,99.42857142857143,93.76326309036175,50.0,100.0
337406,322 MILFORD STREET,Brooklyn,40.6711978,-73.8765576,91.1,Well-managed,1,0,0,1,3,75.7,0.0,0.0,100.0,99.42857142857143,93.64358683314416,50.0,100.0
935789,325 BEEKMAN AVENUE,Bronx,40.8083847,-73.914312,91.1,Well-managed,1,0,0,1,3,77.0,0.0,0.0,100.0,99.42857142857143,93.53007945516458,50.0,100.0
82719,4337 GUNTHER AVENUE,Bronx,40.8964281,-73.8510401,91.1,Well-managed,2,0,0,2,6,60.6,0.0,0.0,99.59183673469387,98.85714285714286,94.92353187167693,50.0,100.0
345412,143 NORTH 7 STREET,Brooklyn,40.7183319,-73.9580887,91.1,Well-managed,1,0,0,1,3,72.0,0.0,0.0,100.0,99.42857142857143,93.95573212258796,50.0,100.0
383387,1635 UNION STREET,Brooklyn,40.6683038,-73.9359546,91.1,Well-managed,5,0,3,2,12,22.0,0.0,0.0,98.36734693877551,97.71428571428571,98.2122587968218,50.0,100.0
46229,2372 ARTHUR AVENUE,Bronx,40.854734,-73.8879399,91.1,Well-managed,1,0,0,1,3,77.0,0.0,0.0,100.0,99.42857142857143,93.53007945516458,50.0,100.0
810450,45-36 49 STREET,Queens,40.74167,-73.91661,91.1,Well-managed,1,0,0,1,3,77.3,0.0,0.0,100.0,99.42857142857143,93.5017026106697,50.0,100.0
682378,10-12 NAMEOKE STREET,Queens,40.6033,-73.7486483,91.1,Well-managed,1,1,0,0,1,80.2,0.0,0.0,100.0,99.80952380952381,93.25766174801362,50.0,100.0
2572,1469 5 AVENUE,Manhattan,40.8022058,-73.9449027,91.1,Well-managed,1,0,0,1,3,72.5,0.0,0.0,100.0,99.42857142857143,93.91316685584563,50.0,100.0
40787,615 WEST 135 STREET,Manhattan,40.8207291,-73.95586,91.1,Well-managed,1,0,0,1,3,74.3,0.0,0.0,100.0,99.42857142857143,93.76114804605157,50.0,100.0
4821,675 9 AVENUE,Manhattan,40.7614565,-73.9908348,91.1,Well-managed,1,0,1,0,2,75.0,0.0,0.0,100.0,99.61904761904762,93.70034052213394,50.0,100.0
818285,591 GRAND AVENUE,Brooklyn,40.6775926,-73.9617664,91.1,Well-managed,2,0,0,2,6,61.5,0.0,0.0,99.59183673469387,98.85714285714286,94.84960272417707,50.0,100.0
347454,2325 OCEAN AVENUE,Brooklyn,40.6050855,-73.952106,91.1,Well-managed,1,0,0,1,3,73.0,0.0,0.0,100.0,99.42857142857143,93.8706015891033,50.0,100.0
204767,834 BAY RIDGE AVENUE,Brooklyn,40.6296221,-74.0141548,91.1,Well-managed,1,0,0,1,3,76.0,0.0,0.0,100.0,99.42857142857143,93.61520998864926,50.0,100.0
810848,170-20 130 AVENUE,Queens,40.6761346,-73.7730837,91.1,Well-managed,1,0,1,0,2,79.6,0.0,0.0,100.0,99.61904761904762,93.30874006810443,50.0,100.0
121319,116 WEST 197 STREET,Bronx,40.8719021,-73.8998105,91.1,Well-managed,1,0,1,0,2,80.4,0.0,0.0,100.0,99.61904761904762,93.24373129707976,50.0,100.0
227953,15 CROOKE AVENUE,Brooklyn,40.6522291,-73.9647253,91.1,Well-managed,1,0,0,1,3,77.6,0.0,0.0,100.0,99.42857142857143,93.47499499232156,50.0,100.0
840377,3325 DE REIMER AVENUE,Bronx,40.8780707,-73.8361648,91.1,Well-managed,6,6,0,0,6,32.0,0.0,0.0,97.95918367346938,98.85714285714286,97.36095346197503,50.0,100.0
57699,1171 COLGATE AVENUE,Bronx,40.8278218,-73.882146,91.1,Well-managed,1,0,0,1,3,75.0,0.0,0.0,100.0,99.42857142857143,93.70034052213394,50.0,100.0
694596,717 SENECA AVENUE,Queens,40.7026459,-73.9069715,91.1,Well-managed,3,0,2,0,4,59.0,0.0,0.0,99.18367346938776,99.23809523809524,95.06242905788876,50.0,100.0
437111,28-08 47 STREET,Queens,40.7627134,-73.9085661,91.1,Well-managed,2,0,0,2,6,60.2,0.0,0.0,99.59183673469387,98.85714285714286,94.96027241770715,50.0,100.0
43037,558 WEST 164 STREET,Manhattan,40.8379154,-73.9410713,91.1,Well-managed,1,0,0,1,3,73.4,0.0,0.0,100.0,99.42857142857143,93.83995459704882,50.0,100.0
6982,121 BENNETT AVENUE,Manhattan,40.8540974,-73.9345141,91.1,Well-managed,1,0,0,1,3,72.0,0.0,0.0,100.0,99.42857142857143,93.95573212258796,50.0,100.0
57754,1110 COLLEGE AVENUE,Bronx,40.8304962,-73.9143883,91.1,Well-managed,2,0,0,2,6,59.4,0.0,0.0,99.59183673469387,98.85714285714286,95.02837684449489,50.0,100.0
805961,50 WEST 139 STREET,Manhattan,40.8158571,-73.9377129,91.1,Well-managed,4,0,0,4,12,27.0,0.0,0.0,98.77551020408163,97.71428571428571,97.78660612939841,50.0,100.0
428710,72-10 41 AVENUE,Queens,40.7446941,-73.8926866,91.1,Well-managed,1,0,0,1,3,75.0,0.0,0.0,100.0,99.42857142857143,93.6978366829138,50.0,100.0
43698,221 SHERMAN AVENUE,Manhattan,40.86538,-73.9200847,91.1,Well-managed,1,0,0,1,3,73.0,0.0,0.0,100.0,99.42857142857143,93.8706015891033,50.0,100.0
52027,2526 BRONX PARK EAST,Bronx,40.8642119,-73.8700206,91.1,Well-managed,1,0,0,1,3,72.4,0.0,0.0,100.0,99.42857142857143,93.9216799091941,50.0,100.0
202219,215 BAY 31 STREET,Brooklyn,40.5970038,-73.9973353,91.1,Well-managed,1,0,0,1,3,76.8,0.0,0.0,100.0,99.42857142857143,93.54972496289182,50.0,100.0
46469,919 AVENUE ST JOHN,Bronx,40.8158465,-73.9025358,91.1,Well-managed,5,0,4,1,11,25.0,0.0,0.0,98.36734693877551,97.90476190476191,97.95686719636775,50.0,100.0
95599,721 MELROSE AVENUE,Bronx,40.8204133,-73.9159946,91.1,Well-managed,6,1,5,0,11,14.0,0.0,0.0,97.95918367346938,97.90476190476191,98.8933030646992,50.0,100.0
315486,104 INDIA STREET,Brooklyn,40.7319672,-73.9561065,91.1,Well-managed,1,0,0,1,3,75.0,0.0,0.0,100.0,99.42857142857143,93.70034052213394,50.0,100.0
806393,3437 CORSA AVENUE,Bronx,40.8776783,-73.8483231,91.1,Well-managed,2,2,0,0,2,73.2,0.0,0.0,99.59183673469387,99.61904761904762,93.85357548240636,50.0,100.0
172343,1653 76 STREET,Brooklyn,40.6150371,-73.9998487,91.1,Well-managed,1,0,0,1,3,77.3,0.0,0.0,100.0,99.42857142857143,93.5017026106697,50.0,100.0
131119,716 5 AVENUE,Brooklyn,40.6606087,-73.9945395,91.1,Well-managed,4,3,0,1,6,42.0,0.0,0.0,98.77551020408163,98.85714285714286,96.50964812712827,50.0,100.0
17091,225 EAST 82 STREET,Manhattan,40.7759374,-73.9545719,91.1,Well-managed,1,0,0,1,3,73.3,0.0,0.0,100.0,99.42857142857143,93.8422247446084,50.0,100.0
807855,361 BROADWAY,Brooklyn,40.7077388,-73.9551882,91.1,Well-managed,4,0,1,3,11,29.0,0.0,0.0,98.77551020408163,97.90476190476191,97.61634506242906,50.0,100.0
560737,106-38 150 STREET,Queens,40.695016,-73.801292,91.1,Well-managed,2,2,0,0,2,72.0,0.0,0.0,99.59183673469387,99.61904761904762,93.95573212258796,50.0,100.0
106740,4718 RICHARDSON AVENUE,Bronx,40.9043132,-73.8507186,91.1,Well-managed,1,0,0,1,3,72.2,0.0,0.0,100.0,99.42857142857143,93.9344494892168,50.0,100.0
912292,601 OCEAN PARKWAY,Brooklyn,40.6338629,-73.9716706,91.1,Well-managed,1,0,0,1,3,77.6,0.0,0.0,100.0,99.42857142857143,93.47900113507379,50.0,100.0
328153,75 LIVINGSTON STREET,Brooklyn,40.691877,-73.9916413,91.1,Well-managed,7,6,0,1,9,14.0,0.0,0.0,97.55102040816327,98.28571428571429,98.8933030646992,50.0,100.0
283298,556 EAST 94 STREET,Brooklyn,40.6537769,-73.9164243,91.1,Well-managed,1,0,0,1,3,73.7,0.0,0.0,100.0,99.42857142857143,93.80979406518567,50.0,100.0
396246,286 WILLOUGHBY AVENUE,Brooklyn,40.6923478,-73.9595799,91.1,Well-managed,1,1,0,0,1,78.5,0.0,0.0,100.0,99.80952380952381,93.40238365493757,50.0,100.0
106750,4731 RICHARDSON AVENUE,Bronx,40.9048432,-73.8509344,91.1,Well-managed,1,1,0,0,1,77.5,0.0,0.0,100.0,99.80952380952381,93.48751418842225,50.0,100.0
214558,1402 BROOKLYN AVENUE,Brooklyn,40.6382303,-73.9432474,91.1,Well-managed,2,0,2,0,4,64.2,0.0,0.0,99.59183673469387,99.23809523809524,94.61549375709421,50.0,100.0
182119,443 95 STREET,Brooklyn,40.6154422,-74.0299749,91.1,Well-managed,1,0,0,1,3,75.7,0.0,0.0,100.0,99.42857142857143,93.63953299821631,50.0,100.0
212884,2822 BRIGHTON 8 STREET,Brooklyn,40.5819174,-73.9613532,91.1,Well-managed,1,0,1,0,2,76.6,0.0,0.0,100.0,99.61904761904762,93.56490558249922,50.0,100.0
130222,180 5 AVENUE,Brooklyn,40.6774326,-73.9800775,91.1,Well-managed,1,0,0,1,3,76.2,0.0,0.0,100.0,99.42857142857143,93.5939273552781,50.0,100.0
130079,473 4 STREET,Brooklyn,40.6697634,-73.9782449,91.1,Well-managed,1,0,1,0,2,80.5,0.0,0.0,100.0,99.61904761904762,93.22825301826437,50.0,100.0
58982,710 COURTLANDT AVENUE,Bronx,40.8203375,-73.9175122,91.1,Well-managed,4,0,2,2,10,36.0,0.0,0.0,98.77551020408163,98.09523809523809,97.02043132803632,50.0,100.0
4801,644 9 AVENUE,Manhattan,40.7603888,-73.9908024,91.1,Well-managed,1,0,0,1,3,77.6,0.0,0.0,100.0,99.42857142857143,93.47687287173666,50.0,100.0
556701,245-09 147 DRIVE,Queens,40.6561624,-73.7401273,91.1,Well-managed,2,0,2,0,4,62.7,0.0,0.0,99.59183673469387,99.23809523809524,94.75028376844496,50.0,100.0
62666,727 EAST 136 STREET,Bronx,40.8034459,-73.9129169,91.1,Well-managed,4,0,3,1,9,39.0,0.0,0.0,98.77551020408163,98.28571428571429,96.76503972758229,50.0,100.0
294185,888 FLUSHING AVENUE,Brooklyn,40.7018616,-73.9362289,91.1,Well-managed,5,0,1,4,14,15.0,0.0,0.0,98.36734693877551,97.33333333333334,98.80817253121454,50.0,100.0
283646,144 EAST 95 STREET,Brooklyn,40.6621568,-73.9245309,91.1,Well-managed,2,0,0,2,6,61.0,0.0,0.0,99.59183673469387,98.85714285714286,94.8921679909194,50.0,100.0
14106,335 EAST 51 STREET,Manhattan,40.7551089,-73.9665477,91.1,Well-managed,1,0,1,0,2,76.7,0.0,0.0,100.0,99.61904761904762,93.55845629965948,50.0,100.0
28922,123 VERMILYEA AVENUE,Manhattan,40.8662398,-73.921096,91.1,Well-managed,1,0,1,0,2,75.9,0.0,0.0,100.0,99.61904761904762,93.62656072644722,50.0,100.0
381894,297 TROUTMAN STREET,Brooklyn,40.7041334,-73.9256195,91.1,Well-managed,1,0,0,1,3,73.7,0.0,0.0,100.0,99.42857142857143,93.80979406518567,50.0,100.0
658506,13-17 GIPSON STREET,Queens,40.6065774,-73.7589324,91.1,Well-managed,2,1,1,0,3,66.0,0.0,0.0,99.59183673469387,99.42857142857143,94.46651532349603,50.0,100.0
17404,229 EAST 84 STREET,Manhattan,40.7771941,-73.9536178,91.1,Well-managed,1,0,0,1,3,75.0,0.0,0.0,100.0,99.42857142857143,93.70034052213394,50.0,100.0
179581,1864 85 STREET,Brooklyn,40.6065612,-74.0003277,91.1,Well-managed,2,0,0,2,6,59.4,0.0,0.0,99.59183673469387,98.85714285714286,95.02594454353819,50.0,100.0
413391,24-35 27 STREET,Queens,40.773074,-73.9184517,91.1,Well-managed,2,0,2,0,4,65.0,0.0,0.0,99.59183673469387,99.23809523809524,94.5516458569807,50.0,100.0
44110,740 WEST END AVENUE,Manhattan,40.7953347,-73.972689,91.1,Well-managed,1,0,1,0,2,79.3,0.0,0.0,100.0,99.61904761904762,93.33144154370035,50.0,100.0
371654,5815 SNYDER AVENUE,Brooklyn,40.6508191,-73.921895,91.1,Well-managed,1,0,0,1,3,73.0,0.0,0.0,100.0,99.42857142857143,93.8706015891033,50.0,100.0
948333,424 WEST 55 STREET,Manhattan,40.7668853,-73.9879026,91.1,Well-managed,1,0,0,1,3,75.3,0.0,0.0,100.0,99.42857142857143,93.67196367763904,50.0,100.0
51667,6035 BROADWAY,Bronx,40.8920215,-73.8976245,91.1,Well-managed,2,0,0,2,6,56.7,0.0,0.0,99.59183673469387,98.85714285714286,95.26106696935301,50.0,100.0
483053,37-43 80 STREET,Queens,40.7483571,-73.8856646,91.1,Well-managed,2,0,0,2,6,59.7,0.0,0.0,99.59183673469387,98.85714285714286,95.00567536889898,50.0,100.0
10647,73 EAST 3 STREET,Manhattan,40.7252174,-73.9884369,91.1,Well-managed,1,0,0,1,3,74.3,0.0,0.0,100.0,99.42857142857143,93.76114804605157,50.0,100.0
141154,7812 16 AVENUE,Brooklyn,40.6144909,-74.0031264,91.1,Well-managed,1,0,0,1,3,74.3,0.0,0.0,100.0,99.42857142857143,93.75709421112373,50.0,100.0
43598,612 WEST 188 STREET,Manhattan,40.8537992,-73.9313876,91.1,Well-managed,1,0,0,1,3,74.0,0.0,0.0,100.0,99.42857142857143,93.78547105561861,50.0,100.0
58143,1519 COMMONWEALTH AVENUE,Bronx,40.8385702,-73.8694347,91.1,Well-managed,1,0,1,0,2,78.0,0.0,0.0,100.0,99.61904761904762,93.44494892167991,50.0,100.0
29063,46 WADSWORTH TERRACE,Manhattan,40.8560991,-73.9311286,91.1,Well-managed,1,0,1,0,2,78.5,0.0,0.0,100.0,99.61904761904762,93.40238365493757,50.0,100.0
5884,287 AMSTERDAM AVENUE,Manhattan,40.7795952,-73.9805055,91.1,Well-managed,1,0,1,0,2,78.0,0.0,0.0,100.0,99.61904761904762,93.44494892167991,50.0,100.0
941639,845 EAST 218 STREET,Bronx,40.881674,-73.8586566,91.1,Well-managed,1,0,1,0,2,75.0,0.0,0.0,100.0,99.61904761904762,93.70034052213394,50.0,100.0
623,606 1 AVENUE,Manhattan,40.7438378,-73.9725368,91.2,Well-managed,6,1,4,1,12,5.0,0.0,0.0,97.95918367346938,97.71428571428571,99.6594778660613,50.0,100.0
40018,132 WEST 129 STREET,Manhattan,40.8106761,-73.9450691,91.2,Well-managed,1,0,0,1,3,71.9,0.0,0.0,100.0,99.42857142857143,93.9678936273715,50.0,100.0
102223,4131 PAULDING AVENUE,Bronx,40.888868,-73.8500625,91.2,Well-managed,3,0,2,1,7,45.0,0.0,0.0,99.18367346938776,98.66666666666667,96.25425652667423,50.0,100.0
25133,2 MAGAW PLACE,Manhattan,40.8509863,-73.9369932,91.2,Well-managed,5,0,3,2,12,14.0,0.0,0.0,98.36734693877551,97.71428571428571,98.8933030646992,50.0,100.0
945388,141 DOSCHER STREET,Brooklyn,40.6734408,-73.8719714,91.2,Well-managed,1,0,0,1,3,67.8,0.0,0.0,100.0,99.42857142857143,94.31753688989785,50.0,100.0
352660,312 PATCHEN AVENUE,Brooklyn,40.6798148,-73.925762,91.2,Well-managed,1,0,0,1,3,69.3,0.0,0.0,100.0,99.42857142857143,94.1827468785471,50.0,100.0
4842,701 9 AVENUE,Manhattan,40.7624638,-73.9900982,91.2,Well-managed,2,0,1,1,5,57.8,0.0,0.0,99.59183673469387,99.04761904761905,95.16393084781281,50.0,100.0
327079,164 LINDEN BOULEVARD,Brooklyn,40.6521615,-73.9522524,91.2,Well-managed,2,1,0,1,4,57.5,0.0,0.0,99.59183673469387,99.23809523809524,95.19012485811578,50.0,100.0
305684,161 HALSEY STREET,Brooklyn,40.6823463,-73.9471867,91.2,Well-managed,2,2,0,0,2,67.5,0.0,0.0,99.59183673469387,99.61904761904762,94.33881952326901,50.0,100.0
945743,71-77 159 STREET,Queens,40.7281923,-73.8096105,91.2,Well-managed,2,0,0,2,6,54.0,0.0,0.0,99.59183673469387,98.85714285714286,95.48808172531214,50.0,100.0
30835,338 WEST 19 STREET,Manhattan,40.743336,-74.0020245,91.2,Well-managed,1,0,0,1,3,71.2,0.0,0.0,100.0,99.42857142857143,94.01958002270148,50.0,100.0
347756,590 OCEAN AVENUE,Brooklyn,40.6483633,-73.9611273,91.2,Well-managed,1,0,0,1,3,70.8,0.0,0.0,100.0,99.42857142857143,94.05788876276958,50.0,100.0
43385,707 WEST 180 STREET,Manhattan,40.8499434,-73.937193,91.2,Well-managed,1,0,0,1,3,69.5,0.0,0.0,100.0,99.42857142857143,94.16855845629965,50.0,100.0
269035,1375 EAST 53 STREET,Brooklyn,40.6249978,-73.9242848,91.2,Well-managed,1,1,0,0,1,73.7,0.0,0.0,100.0,99.80952380952381,93.81384790011352,50.0,100.0
181,1446 1 AVENUE,Manhattan,40.7698,-73.9542006,91.2,Well-managed,2,0,0,2,6,51.2,0.0,0.0,99.59183673469387,98.85714285714286,95.722190692395,50.0,100.0
894861,804 EVERGREEN AVENUE,Brooklyn,40.6851533,-73.9068589,91.2,Well-managed,3,0,3,0,6,48.0,0.0,0.0,99.18367346938776,98.85714285714286,95.99886492622021,50.0,100.0
111002,1510 ST PETERS AVENUE,Bronx,40.8401944,-73.8466376,91.2,Well-managed,1,0,1,0,2,73.5,0.0,0.0,100.0,99.61904761904762,93.82803632236096,50.0,100.0
134921,392 8 STREET,Brooklyn,40.6676752,-73.9819693,91.2,Well-managed,2,0,0,2,6,54.5,0.0,0.0,99.59183673469387,98.85714285714286,95.44551645856981,50.0,100.0
4113,2695 FREDERICK DOUGLASS BOULEVARD,Manhattan,40.8217693,-73.9431053,91.2,Well-managed,1,0,0,1,3,71.5,0.0,0.0,100.0,99.42857142857143,93.9982973893303,50.0,100.0
230686,1155 DEAN STREET,Brooklyn,40.6771825,-73.9513584,91.2,Well-managed,1,0,0,1,3,71.0,0.0,0.0,100.0,99.42857142857143,94.04086265607265,50.0,100.0
5310,565 WEST 51 STREET,Manhattan,40.766507,-73.9937654,91.2,Well-managed,3,3,0,0,3,55.0,0.0,0.0,99.18367346938776,99.42857142857143,95.40295119182747,50.0,100.0
180678,345 86 STREET,Brooklyn,40.6233968,-74.0293192,91.2,Well-managed,2,0,0,2,6,50.5,0.0,0.0,99.59183673469387,98.85714285714286,95.78603859250852,50.0,100.0
18029,328 EAST 89 STREET,Manhattan,40.778968,-73.9489407,91.2,Well-managed,2,0,1,1,5,56.9,0.0,0.0,99.59183673469387,99.04761904761905,95.2433314415437,50.0,100.0
87318,2321 HUGHES AVENUE,Bronx,40.8539383,-73.8882268,91.2,Well-managed,1,0,0,1,3,68.0,0.0,0.0,100.0,99.42857142857143,94.29625425652668,50.0,100.0
811099,73-11 210 STREET,Queens,40.7391234,-73.7604195,91.2,Well-managed,2,0,0,2,6,56.0,0.0,0.0,99.59183673469387,98.85714285714286,95.31782065834278,50.0,100.0
355162,1176 PRESIDENT STREET,Brooklyn,40.6678531,-73.9516319,91.2,Well-managed,4,2,1,1,7,35.0,0.0,0.0,98.77551020408163,98.66666666666667,97.105561861521,50.0,100.0
28786,1 TUDOR CITY PLACE,Manhattan,40.7479847,-73.9708786,91.2,Well-managed,4,1,3,0,7,34.0,0.0,0.0,98.77551020408163,98.66666666666667,97.19069239500567,50.0,100.0
51768,3640 BRONX BOULEVARD,Bronx,40.8810915,-73.8673333,91.2,Well-managed,1,0,1,0,2,74.4,0.0,0.0,100.0,99.61904761904762,93.75141884222474,50.0,100.0
422497,84-09 35 AVENUE,Queens,40.7522733,-73.8824059,91.2,Well-managed,3,1,2,0,5,51.0,0.0,0.0,99.18367346938776,99.04761904761905,95.74347332576617,50.0,100.0
40059,30 WEST 129 STREET,Manhattan,40.8094065,-73.9420538,91.2,Well-managed,1,0,0,1,3,70.0,0.0,0.0,100.0,99.42857142857143,94.12599318955732,50.0,100.0
41124,137 WEST 138 STREET,Manhattan,40.8170584,-73.941321,91.2,Well-managed,2,0,0,2,6,53.3,0.0,0.0,99.59183673469387,98.85714285714286,95.54483541430193,50.0,100.0
397356,1088 WINTHROP STREET,Brooklyn,40.6613355,-73.92362,91.2,Well-managed,1,0,1,0,2,70.1,0.0,0.0,100.0,99.61904761904762,94.11889897843359,50.0,100.0
511992,87-14 101 AVENUE,Queens,40.6822498,-73.852182,91.2,Well-managed,1,0,1,0,2,69.0,0.0,0.0,100.0,99.61904761904762,94.21112372304201,50.0,100.0
903665,439 WEST 125 STREET,Manhattan,40.81261,-73.9551863,91.2,Well-managed,4,4,0,0,4,43.0,0.0,0.0,98.77551020408163,99.23809523809524,96.42451759364359,50.0,100.0
56950,1686 CLAY AVENUE,Bronx,40.8437977,-73.9046453,91.2,Well-managed,2,0,2,0,4,57.0,0.0,0.0,99.59183673469387,99.23809523809524,95.23269012485811,50.0,100.0
120953,64 WEST 165 STREET,Bronx,40.8335896,-73.9264975,91.2,Well-managed,1,0,1,0,2,71.1,0.0,0.0,100.0,99.61904761904762,94.03140370790769,50.0,100.0
807866,1418 BROOKLYN AVENUE,Brooklyn,40.6382303,-73.9432474,91.2,Well-managed,1,0,1,0,2,70.7,0.0,0.0,100.0,99.61904761904762,94.06408007429575,50.0,100.0
265,401 EAST 83 STREET,Manhattan,40.7749064,-73.9504385,91.2,Well-managed,2,0,2,0,4,58.0,0.0,0.0,99.59183673469387,99.23809523809524,95.14755959137344,50.0,100.0
65240,819 EAST 169 STREET,Bronx,40.8299037,-73.8979766,91.2,Well-managed,1,0,0,1,3,70.0,0.0,0.0,100.0,99.42857142857143,94.12599318955732,50.0,100.0
189598,1402 AVENUE K,Brooklyn,40.6224992,-73.9613585,91.2,Well-managed,1,0,0,1,3,70.6,0.0,0.0,100.0,99.42857142857143,94.07181921370344,50.0,100.0
213,1495 1 AVENUE,Manhattan,40.7718857,-73.9534229,91.2,Well-managed,2,1,0,1,4,57.0,0.0,0.0,99.59183673469387,99.23809523809524,95.23269012485811,50.0,100.0
259951,1022 EAST 36 STREET,Brooklyn,40.625993,-73.9411791,91.2,Well-managed,2,0,0,2,6,52.0,0.0,0.0,99.59183673469387,98.85714285714286,95.6583427922815,50.0,100.0
18809,326 EAST 100 STREET,Manhattan,40.7859482,-73.9437787,91.2,Well-managed,1,0,0,1,3,69.8,0.0,0.0,100.0,99.42857142857143,94.14301929625427,50.0,100.0
661502,41-35 HAMPTON STREET,Queens,40.7455012,-73.878975,91.2,Well-managed,2,0,0,2,6,53.0,0.0,0.0,99.59183673469387,98.85714285714286,95.57321225879683,50.0,100.0
900291,89-30 164 STREET,Queens,40.7065174,-73.7970846,91.2,Well-managed,2,1,0,1,4,56.5,0.0,0.0,99.59183673469387,99.23809523809524,95.2716069401654,50.0,100.0
28118,432 ST NICHOLAS AVENUE,Manhattan,40.8147015,-73.9487471,91.2,Well-managed,1,0,0,1,3,68.7,0.0,0.0,100.0,99.42857142857143,94.2395005675369,50.0,100.0
1216,2153 2 AVENUE,Manhattan,40.793769,-73.9405036,91.2,Well-managed,2,2,0,0,2,62.7,0.0,0.0,99.59183673469387,99.61904761904762,94.75028376844496,50.0,100.0
811481,208-26 GRAND CENTRAL PARKWAY,Queens,40.7246091,-73.760396,91.2,Well-managed,1,0,0,1,3,70.3,0.0,0.0,100.0,99.42857142857143,94.10167017999026,50.0,100.0
895243,10-36 BAY 30 STREET,Queens,40.6020986,-73.7659349,91.2,Well-managed,4,0,0,4,12,25.0,0.0,0.0,98.77551020408163,97.71428571428571,97.95686719636775,50.0,100.0
122091,212 WEST KINGSBRIDGE ROAD,Bronx,40.8718074,-73.9047606,91.2,Well-managed,1,0,1,0,2,70.0,0.0,0.0,100.0,99.61904761904762,94.12599318955732,50.0,100.0
122114,212 WEST FORDHAM ROAD,Bronx,40.8620431,-73.9098215,91.2,Well-managed,1,0,0,1,3,69.5,0.0,0.0,100.0,99.42857142857143,94.16855845629965,50.0,100.0
30593,127 WEST 17 STREET,Manhattan,40.7400039,-73.9966368,91.2,Well-managed,5,5,0,0,5,34.0,0.0,0.0,98.36734693877551,99.04761904761905,97.19069239500567,50.0,100.0
810535,35-46 65 STREET,Queens,40.7490331,-73.8981835,91.2,Well-managed,1,0,0,1,3,70.2,0.0,0.0,100.0,99.42857142857143,94.11051491074193,50.0,100.0
104516,634 PROSPECT AVENUE,Bronx,40.8148562,-73.9031766,91.2,Well-managed,3,0,0,3,9,40.0,0.0,0.0,99.18367346938776,98.28571428571429,96.67990919409762,50.0,100.0
99517,1988 NEWBOLD AVENUE,Bronx,40.8321376,-73.8586245,91.2,Well-managed,1,1,0,0,1,76.8,0.0,0.0,100.0,99.80952380952381,93.54426787741204,50.0,100.0
